11/08/18|11:45:26 PM|christinelarade|5|0|Always great to see our president speaking on the future of science and research excellence! #ThoughtLeader #CSPC2018 https://t.co/JB6VNiw0L0
11/08/18|11:45:04 PM|MezzettaK|1|0|Beautiful reception with the #CSPC2018. https://t.co/QWs4KVrHGK
11/08/18|11:39:33 PM|yukonresearch|6|2|.@yukoncollege's First Nations Engagement Advisor David Silas speaks today at #CSPC2018 about partnering with Yukon First Nations on their research priorities and the history of land claims and self-government in Yukon. @yukonresearch @SciencePolicy https://t.co/FPxpBcOVfq
11/08/18|11:37:50 PM|therealmcmoy|4|0|The cool thing about having the #CSPC2018 gala at @CanMusHistory is that I can hang out in the exhibits! https://t.co/1lEWwDKPHC
11/08/18|11:07:37 PM|Maurice_Bitran|14|0|I was delighted to convene a distinguished panel at #CSPC2018 to discuss the status of science literacy in Canada.  Many thanks to co-panelists Dr. Mona Nemer @ChiefSciCan, @Molly Schoichet and @EugeniaDuodu, as well as to the audience for their interesthttps://t.co/hmvIxluVtm
11/08/18|10:51:53 PM|GKHodgson|15|1|Gearing up for the #CSPC2018 #Gala at @CanMusHistory in #Gatineau looking  to the evening address by @ScienceMin @KirstyDuncanMP https://t.co/DbbjS4JYMR
11/08/18|10:46:46 PM|speakup4sci|1|0|At what should still be the Museum of Civilization (thanks Harperites) for the gala dinner #CSPC2018 https://t.co/3f1rjyVQzN
11/08/18|10:45:07 PM|parallax_dreams|7|1|Having fabulous time with @GowrySiva at #CSPC2018 gala reception @sciencepolicy @CanMusHistory #NoFilter https://t.co/CBW9s7fDSF
11/08/18|10:25:10 PM|CSMB_SCBM|7|3|Interesting discussion on province - federal co funding coordination @sciencepolicy #CSPC2018 .  @InnovationCA provided great historical prospective on relationship.  Time for CSMB to epand advocacy also to provinces?
11/08/18|10:24:34 PM|queensuResearch|10|4|Another great day at #CSPC2018! Our VP (Research), Dr. Kimberly Woodhouse, met with the heads of @SSHRC_CRSH and @NRC_CNRC to discuss @queensuResearch and future collaborations. https://t.co/Oi3zwIWKLw
11/08/18|10:23:21 PM|vjwvanessa|4|1|And that's a wrap for the Day 2 sessions at @sciencepolicy #CSPC2018. So much great discussion that my brain is in overdrive and I just want to get back to the office to put lots of what I've heard into action! @SenecaARIE #lifelonglearning #innovation
11/08/18|10:11:29 PM|watercomm|1|0|#CSPC2018 - its been a great couple of days. Headed back to Vancouver tomorrow (having secured a portable breakfast), but looking forward to continuing the #scicomm and #scipoli conversation! https://t.co/qpzpeF5Cay
11/08/18|10:09:35 PM|msstaceyerin|2|0|.@JimHandman knows how to entertain a crowd, sharing humourous radio outtakes from @CBCQuirks to educate the audience on how scientists can do good #scicomm. Science barnacle penis facts anyone? #CSPC2018
11/08/18|10:09:28 PM|ontariogenomics|11|2|#CSPC2018 panel "Whats on the menu?": @ONGenomicsCEO explaining how understanding genomics can help us innovate across the entire food value chain. https://t.co/ag7G1HjX2A
11/08/18|10:09:09 PM|msstaceyerin|1|0|I totally agree with the #KMb panelists (a scientist and gov't spokesperson and a radio producer) that it is the responsibility of the scientist to communicate clear, plain language messages and that is how to avoid being misunderstood or misquoted by journalists #CSPC2018
11/08/18|10:06:08 PM|CindyBe50121487|4|2|#CSPC2018 Great panel on agri-food. What's on the menu? https://t.co/hoJcyjumsN
11/08/18|10:03:37 PM|katiegibbs|3|4|A5. Think very carefully about the words we use. Much of science and the words we use were designed NOT to be accessible. They were designed to consolidate power. Literacy for e.g. divides ppl into those who are literate and those who are not. #CSPC2018
11/08/18|10:03:09 PM|OntarioResearch|9|2|.@uofg-hosted panel talks innovation in food and agriculture, and the need for various players in academia, government, industry and consumers to come together for food policy at #CSPC2018 https://t.co/gAFI3cHzu0
11/08/18|10:03:02 PM|RCIScience|2|2|Is a hot dog a sandwich? Cake or pie? Should we make robots smarter than us? Who speaks for science? Answer these questions and wake up your brain with @whereisscience, @RCIScience, @MarianneMader and @carajmarshall tomorrow morning at #CSPC2018! 8.30am, Joliet-Frontenac room.  https://t.co/dcUaj6bW2x
11/08/18|10:01:40 PM|katiegibbs|5|1|A4. Actually listen to people and respect them. Validate their feelings (but not their incorrect facts) #CSPC2018
11/08/18|10:01:06 PM|sciencepolicy|6|1|Thank you Dr. Malcom Campbell, VP Research at @uofg, for organizing and moderating the #CSPC2018 panel "What's on the menu?"
11/08/18|10:01:06 PM|sciencepolicy|1|0|Many thanks to the David Johnson Research + Technology Park at @UWaterloo for organizing the #CSPC2018 panel "Science Fact or Science Fiction?"!
11/08/18|10:00:34 PM|katiegibbs|4|1|A3. Clear and simple - Vote. Read. And pay your taxes. #CSPC2018
11/08/18|10:00:07 PM|DSP_SPE|2|2| Time for your weekly dose of #ThisWeeklnSciPol w/ #SPEThursday! https://t.co/nZMRnoF9SVFollow @DSP_SPE crew at #CSPC2018, #Canada's Honourable @mary_ng announces industry investments focusing on gender balance &amp; diversity, US elects 8 scientists to Congress and much more!
11/08/18|09:59:42 PM|katiegibbs|3|1|A2. Different take - find those who are opposed (climate deniers or anti-vax etc) and deconstruct their message, and see what you can learn from it because they're wining #CSPC2018
11/08/18|09:57:53 PM|katiegibbs|5|1|A1. Have genuine interactions with those who disagree with us. We need to have a real dialogue with people. Listen with empathy. #CSPC2018
11/08/18|09:56:22 PM|katiegibbs|1|0|.@Mikey_Pereira asks the panelists a final question - what is the most important single thing ppl in the room can do? #CSPC2018
11/08/18|09:55:51 PM|DuaneBratt|1|0|Three simultaneous conferences in Ottawa that I should be at: Canadian Sport leadership, nuclear SMRs, and the Canadian Science Policy Conference. I chose #CSPC2018 but I really need to clone myself.
11/08/18|09:54:20 PM|whereisscience|3|0|Truth #CSPC2018 https://t.co/QGLW1kNsOm
11/08/18|09:54:17 PM|ShahadKhalladi|12|4|No one gave us (students) at @DSP_SPE a seat at the table so we brough our own folding chair to the table and that has been our model - @tgruos #CSPC2018
11/08/18|09:53:33 PM|RCIScience|0|0|"Everyone overlooks the influence of local and regional media" @ConwayFraser  at #CSPC2018
11/08/18|09:53:14 PM|ksedivyhaley|2|0|Ironically, I have to leave #CSPC2018 "What's on the Menu" a bit early to help set up for dinner and will be missing Dr. Deb Stark's comments on food policy. Thanks @uofg for the great short panel!
11/08/18|09:51:20 PM|katiegibbs|1|0|Huge problem is private media outlets being fully consumed with how many clicks/views they are getting. They have 'leaderboards' showing which stories are getting the most traffic. This is a huge crisis for good journalism and why we need a public broadcaster #CSPC2018
11/08/18|09:51:08 PM|ksedivyhaley|2|0|#CSPC2018 "Menu": Prof Corradini on consumer-facing innovations. Packaging that can indicate safety or quality dynamically based on storage condition, has components that can improve shelf life, is sustainable/biodegradeable (food packaging makes up a lot of waste).
11/08/18|09:50:28 PM|msstaceyerin|4|0|.@sciencepolicy I'm not sure I've ever laughed so much at a professional conference. And I'm laughing with the presenters not at them. Smart, funny presenters and witty question-askers (?!) too. #CSPC2018 #unexpected  #scienceandsocietytheme
11/08/18|09:50:25 PM|PaoCaroline|10|3|Common thread at #CSPC2018:Science isn't static. Critical thinking is key. Evidence leads to change.@whereisscience #peeingintheshower #waterconservation
11/08/18|09:49:19 PM|heyskeg|4|2|Core component of information literacy right here! Metacognition +  critical thinking skills are crucial in today's information (and misinformation!) landscape. #CSPC2018 https://t.co/mJFs4y2W4c
11/08/18|09:48:26 PM|R_mmoore|6|0|David Moorman identifies #relationships - a specific point person inside each partner organization who works with CFI - as part of the @InnovationCA #secretsauce and one reason the organization achieved permanent funding status in #Budget2018 #CSPC2018
11/08/18|09:46:44 PM|MarliMacNeil|2|1|Academic research is the business of the provinces under the Constitution. Thats why @InnovationCA cannot require  provincial governments to contribute to #CFI funded projects. #CSPC2018
11/08/18|09:45:31 PM|SLCorbeil|4|3|Science fact or fiction? How can science be heard in an age of misinformation? Engaging panel at #CSPC2018 great topic, reinforces that facts tell and stories sell. To be good sci communicators we must do much more than share facts.#storytelling https://t.co/XR8zk5wumi
11/08/18|09:45:28 PM|sciencepolicy|9|3|We encourage you to complain as much as you can! - Canada Foundation for Innovation elaborating on its responsibilities to extort provincial partners #cspc2018 https://t.co/9xrRpBOpkG
11/08/18|09:44:35 PM|ksedivyhaley|0|0|#CSPC2018 "Menu": CRISPR gene editing has exciting possibilities across livestock, crops, and ornamentals, but important research is ongoing regarding managing off-target effects, and international policy issues and consumer involvement are important.
11/08/18|09:43:58 PM|katiegibbs|5|2|Panel agreeing that "how we think" is so much more important than "what we think" because science is always changing. What is going to last is people having strong critical thinking skills #CSPC2018
11/08/18|09:43:22 PM|msstaceyerin|0|0|.@ConwayFraser says smart people are losing against climate change deniers and their ilk because they spend all their time defending and disproving. Instead, just communicate your message. (Don't feed the trolls!) #CSPC2018 https://t.co/Q4sMlS05wK
11/08/18|09:43:03 PM|R_mmoore|8|0|#Humility is a necessary component of a healthy #democracy. We (as public servants) should always strive to do better. So complain and hold us to account - paraphrasing the ever sagacious David Moorman @InnovationCA at #CSPC2018
11/08/18|09:42:48 PM|this_is_farah|1|0|You never know what to expect in a #CSPC2018 session! In this case, @AnthonyMxSE (of @whereisscience) shared his logic (and research into) peeing in the shower. Yes, this did happen. If you want context, you can find Anthony at tomorrow's 8:30 AM panel:https://t.co/lHDwZN4n3e
11/08/18|09:41:25 PM|ksedivyhaley|2|0|#CSPC2018 "Menu": Speaking of genomics innovations, Dr. Hamelin, describing how an increased ability to look at multiple genetic traits at once allows us to produce healthier crops and livestock that still produce high yields of good-tasting food.
11/08/18|09:40:22 PM|katiegibbs|2|0|.@erikadyckhist now talking about the need for scientists to have humility. History tells us that what we think we know today will change (well at least some of it, maybe most of it? ) and we need to have the confidence to be OK with that. #CSPC2018
11/08/18|09:39:33 PM|LizHendriksH2O|4|0|Thanks #cspc2018  for the opportunity to share exciting work from Atlantic Canada.  Great summary  https://t.co/rsqnMZoTC5
11/08/18|09:39:24 PM|RCIScience|7|1|If you want to hear more about why @AnthonyMxSE from @whereisscience pees in the shower, join us tomorrow morning and wake up with #FreestyleSocial at #CSPC2018, 8.30 start, Joliet-Frontenac room. Bring an open mind (and your morning coffee)! 
11/08/18|09:39:17 PM|DeannaBurgart|3|1|One of my favourite sessions so far this week! Thank you #CSPC2018 @thefirelightgp @ArcticNet @ITK_CanadaInuit and @solangenadeau for your work and your perspectives today. Wonderful moderation by @DLEKirkwood as well. https://t.co/EShGlV5ODO
11/08/18|09:38:16 PM|sciencepolicy|5|2|Could we have done better by bridging more funding agencies to broaden climate research initiatives? @NSERC_CRSNG #CSPC2018 https://t.co/2oGlij7w6G
11/08/18|09:37:47 PM|Kimbirdly_PhD|0|0|Lots of great information here about navigating #scicomm in our current social media climate, from #CSPC2018 panel. https://t.co/MeHPTQ0gPV
11/08/18|09:37:16 PM|katiegibbs|3|0|Rita Celli challenges @whereisscience for an e.g. where he's used evidence to change his mind. His e.g.?........Peeing in the shower! I'll let him elaborate :) #CSPC2018
11/08/18|09:36:18 PM|ksedivyhaley|1|1|#CSPC2018 "Menu": Prof Buhr on innovations in farms. Precision agriculture uses data about fields to provide precise seeding, fertilizing, irrigating, disease/pest management to use land and resources in the best way possible. Satellites may eventually monitor soil, moisture.
