11/07/18|11:59:08 PM|sciencepolicy|10|2|Dont wait till you release your technology to wonder whats going to happen to the public. Scientists must engage social scientists from the beginning #CSPC2018 https://t.co/zszDlwNi8s
11/07/18|11:58:29 PM|R_mmoore|3|1|"Social scientists are a critical part of change" Dan Wayner @NRC_CNRC " and we should engage social scientists at the beginning of our projects, not at the end" in response to @tfyfe who asks "Do they matter? Do you talk to SSH? #CSPC2018
11/07/18|11:54:39 PM|sciencepolicy|5|0|Relationships cannot be substituted by process in transdisciplinary collaborations #CSPC2018 @csa_asc https://t.co/v228VoM939
11/07/18|11:53:17 PM|R_mmoore|1|1|"Finding common ground on which to collaborate is hard to force if you don't give people time and places to come together and hang out" @scgQuasar  #CSPC2018
11/07/18|11:50:34 PM|R_mmoore|2|0|"One of the challenges we face is building good bridges between govt and academic science. We have different #cultures. We're not good at governing those collaborations yet" Dan Wayner. @NRC_CNRC #CSPC2018
11/07/18|11:49:35 PM|vivmn|10|4|There is a spirit of collaboration at all levels of government right now. Problems we face now are too complex for a single organization - Dan Wayner @NRC_CNRC chief science advisor. #CSPC2018 #scipol #cdnsci #csnpoli
11/07/18|11:48:54 PM|sciencepolicy|6|3|The role of scientists is to provide advice, evidence-based advice #CSPC2018 https://t.co/hvpzs5sEwO
11/07/18|11:47:11 PM|vivmn|11|2|Dan Wayner, chief science adviser @NRC_CNRC - public servants need to be courageous! Need to provide the facts. Federal scientists should not judge policy but provide scientific info and speak truth to power  #cspc2018 #scienceadvice
11/07/18|11:46:25 PM|csstach|6|0|Providing the facts: Our job as public servants is to be courageous and speak truth to power. @ DanWayner #CSPC2018 https://t.co/YoPzwH1p2T
11/07/18|11:45:54 PM|R_mmoore|2|1|Fascinating discussion about scientific integrity and values and the duty of pub servants to give advice is unfolding with @DLEKirkwood @sarahgallagher Dan Wayner and @tfyfe #CSPC2018
11/07/18|11:45:35 PM|SamanthaZY|19|1|Too many good panels I want to go to at #CSPC2018 at the same time!! New plan: go to ones @ShawnMcGuirk isnt at, deep creep his twitter feed afterwards. THANK YOU!!!! 
11/07/18|11:44:05 PM|BelislePipon|3|0|Dan Wayner, Chief Science Advisor @NRC_CNRC"The more facts you provide, the more outraged people will be"I really like that quote.#CSPC2018
11/07/18|11:43:47 PM|sciencepolicy|13|8|The more facts are provided, the more outraged people get. But that is our job. Scientists must act with courage and present the truth #cspc2018 https://t.co/JjJHCyUtY7
11/07/18|11:42:50 PM|this_is_farah|5|2|Overheard at the final #CSPC2018 keynote session for today: "Governments come and go; policies ebb and flow." #scipol
11/07/18|11:42:50 PM|ShoichetLab|50|10|#CSPC2018 highlights importance of #scienceliteracy to #democracy @ChiefSciCan @OntScienceCtr @visionsofsci @UofT https://t.co/vVH153rGBN
11/07/18|11:42:49 PM|ksedivyhaley|2|0|#CSPC2018 keynote : if the facts are irrefutable, it is our job as public servants to speak that truth.
11/07/18|11:40:27 PM|drsimonlandry|5|1|"Wikipedia is one of the most accessed websites in the world, including by policy makers and scientists. Sharing your research on Wikipedia is a fast and easy way to promote your work." https://t.co/BuZKlxrtax | #knowledgemobilization #scicomm #CSPC2018  #CSPC
11/07/18|11:37:33 PM|AnneBallantyne3|3|0|"We have a golden opportunity to demonstrate the value of science"...Donna Kirkwood, Chief Scientist, Natural Resources Canada @ sciencepolicy #CSPC2018
11/07/18|11:37:25 PM|yipengGe|4|0|Questions the final panel of the day contemplates: How do you make science good for the public? How do you ensure it gets reflected in policy? #CSPC2018 https://t.co/AGdqu7EeI6
11/07/18|11:36:35 PM|R_mmoore|6|1|"Its upon us to demonstrate the value of science" says @DLEKirkwood in response to Q from @tfyfe about working with the electorate. #CSPC2018
11/07/18|11:35:59 PM|sciencepolicy|8|0|Is Canadas approach to new technologies that of being a consumer, a policymaker, or maybe an innovator? #cspc2018 https://t.co/OyoW2J9T4n
11/07/18|11:34:25 PM|AnneBallantyne3|2|0|There is a need to integrate science into decision-making by communicating the value and meaning of science in relation to our every day lives and activities...what does science mean to every day people and things we do and need?   #CSPC2018 @sciencepolicy
11/07/18|11:33:19 PM|vasalukich|1|0|What are the chances? From bridesmaids to conference mates. A  joyful reunion to cap off day 1 of #CSPC2018 https://t.co/YGbTPsrw5X
11/07/18|11:32:55 PM|BelislePipon|2|0|Donna Kirkwood @NRCan also highlights that pace of politics is different than traditional researchIt is necessary for federal researchers to be alert and ready to answer questions, which requires an enabling and healthy relationship btw politics and federal research#CSPC2018
11/07/18|11:29:46 PM|sciencepolicy|12|4|Incorporating science in decision-making requires a timely pace of feeding data into the decision-making process #cspc2018 @NRCan https://t.co/pC1Sq0fnVw
11/07/18|11:29:20 PM|BelislePipon|3|3|Donna Kirkwood, @NRCanFederal science has three-pronged key roles:1) Science for the public good2) Science focused on regulatory issues, law, or technological changes.3) Science advice to politicians.#CSPC2018 https://t.co/D5O3f1Ki6l
11/07/18|11:28:19 PM|creso_sa|1|0|Federal science distinguishes itself the most from academic science in providing advice to gov; and the pace of gov decision making is a classical constraint in the use of science advice - Dr. Donna Kirkwood from @NRCan #CSPC2018
11/07/18|11:25:40 PM|speakup4sci|7|6|Help the next generation of kids understand that Women are NOT inferior by putting the book Inferior: how science got women wrong - and the research thats re-writing the story into every publicly funded school in Canada @ImogenRCoePhD   #CSPC2018
11/07/18|11:25:38 PM|R_mmoore|3|1|We are hunkering down for a panel discussion with three CSAs: @DLEKirkwood @scgQuasar and Dan Wayner of @NRC_CNRC chaired by @IOGca own @tfyfe #CSPC2018 https://t.co/mVEfn6Wty9
11/07/18|11:24:35 PM|IOGca|2|1|Policy wizard and president of the Institute on Governance @tfyfe presenting for the evening keynote panel for #CSPC2018 https://t.co/bEPUMpSl5D
11/07/18|11:23:52 PM|DeNovo_Fatima|2|0|Anything suggested by @MitacsCanada is worth considering because they have helped revolutionize higher education #CSPC2018 https://t.co/ia1o716Owb
11/07/18|11:08:43 PM|HomaKrp|1|0|@sciencepolicy #CSPC2018 https://t.co/6GpFTrjBNy
11/07/18|11:07:59 PM|HomaKrp|2|0|@sciencepolicy #CSPC2018 https://t.co/6nPHf9aoK8
11/07/18|11:07:28 PM|LinaDuqueMBA|8|1|So proud of my team member @Sofia_Barrows who spoke at the Canadian @sciencepolicy conference today  #CSPC2018 #womeninSTEM https://t.co/MkShseSGRm
11/07/18|11:00:41 PM|UW_Ecohydrology|4|0|Be sure to check out the "Water at the science-policy interface: Challenges and opportunities for Canada" panel tomorrow at 10:30 AM at #CSPC2018! @HomaKrp @water_institute Details: https://t.co/WVsMdsihUg
11/07/18|10:44:38 PM|GowrySiva|16|1|Debriefing with some of my favourite beings from @RyersonU @Diversity_Blog @parallax_dreams @RyersonECI @RU_GrantsTeam @RyersonResearch @sciencepolicy #CSPC2018 https://t.co/us0d4nZfo0
11/07/18|10:38:30 PM|queensuResearch|10|1|It's been great chatting about @queensuresearch and connecting with colleagues and collaborators from @InnovationCA @SNOLABscience @ChiefSciCan at #CSPC2018! #scicomm #scipol https://t.co/NZc9QtjoLz
11/07/18|10:36:58 PM|ISSP_uOttawa|6|2|La runion! The reunion! @S_Fast_ @MonicaGattinger @rcdezordi #CSPC2018 https://t.co/SerSZPu4oh
11/07/18|10:35:42 PM|AlbrechtS_H|3|0|Oops. Forgot the photo #cspc2018 https://t.co/fSUBgX8OzG
11/07/18|10:30:32 PM|JasonKCameron|3|0|@R_mmoore @CNSC_CCSN Glad to see Liane Sauer sparking great conversations 2018-style at #CSPC2018 on #risk and #scicomm ! #WaytoGo #WednesdayWisdom
11/07/18|10:17:28 PM|SPINSciPolicy|6|2|When talking to Parliamentarians - you need to win the heart first, brain later. Leave them with the story of why you do your research. You win the heart, the rest will follow. - Deborah Gordon-El Bihbety (CEO, Research Canada @ResearchCda) #cspc2018
